ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-01-23,1436.848112129438,-2039.988586252323,3400.831050502222,1436.848112129438,1436.848112129438,-719.0530007844826,-719.0530007844826,-719.0530007844826,-98.44345581320049,-98.44345581320049,-98.44345581320049,-620.6095449712822,-620.6095449712822,-620.6095449712822,0.0,0.0,0.0,717.7951113449554
2015-01-26,1437.3921652551508,-1863.1714096536525,3731.8345355328483,1437.3921652551508,1437.3921652551508,-494.239322625545,-494.239322625545,-494.239322625545,-3.782575041225743,-3.782575041225743,-3.782575041225743,-490.4567475843193,-490.4567475843193,-490.4567475843193,0.0,0.0,0.0,943.1528426296057
2015-01-27,1437.5735162970552,-1509.430644241269,3994.034975206366,1437.5735162970552,1437.5735162970552,-100.58921211702344,-100.58921211702344,-100.58921211702344,357.0274733159391,357.0274733159391,357.0274733159391,-457.6166854329625,-457.6166854329625,-457.6166854329625,0.0,0.0,0.0,1336.9843041800318
2015-01-28,1437.7548673389595,-1800.7980152999705,3850.983804626626,1437.7548673389595,1437.7548673389595,-514.7984424906763,-514.7984424906763,-514.7984424906763,-82.6014971257806,-82.6014971257806,-82.6014971257806,-432.19694536489567,-432.19694536489567,-432.19694536489567,0.0,0.0,0.0,922.9564248482832
2015-01-30,1438.117569422768,-1918.6850912364944,3745.3986398166126,1438.117569422768,1438.117569422768,-505.769105016611,-505.769105016611,-505.769105016611,-98.44345581258953,-98.44345581258953,-98.44345581258953,-407.3256492040215,-407.3256492040215,-407.3256492040215,0.0,0.0,0.0,932.348464406157
2015-01-31,1438.2989204646724,-1281.5611578166613,4002.7569813896944,1438.2989204646724,1438.2989204646724,-78.879681280932,-78.879681280932,-78.879681280932,330.2348493709223,330.2348493709223,330.2348493709223,-409.1145306518543,-409.1145306518543,-409.1145306518543,0.0,0.0,0.0,1359.4192391837405
2015-02-01,1438.4802715065766,-1653.338645741319,3807.177037861376,1438.4802715065766,1438.4802715065766,-310.8638178368118,-310.8638178368118,-310.8638178368118,109.91027819090702,109.91027819090702,109.91027819090702,-420.77409602771877,-420.77409602771877,-420.77409602771877,0.0,0.0,0.0,1127.6164536697647
2015-02-02,1438.6616225484809,-1802.2199862758055,3903.873140826517,1438.6616225484809,1438.6616225484809,-446.0364942887925,-446.0364942887925,-446.0364942887925,-3.782575041593069,-3.782575041593069,-3.782575041593069,-442.25391924719946,-442.25391924719946,-442.25391924719946,0.0,0.0,0.0,992.6251282596884
2015-02-03,1438.842973590385,-1257.1091286804015,4232.9077859343,1438.842973590385,1438.842973590385,-116.20305965202148,-116.20305965202148,-116.20305965202148,357.0274733160564,357.0274733160564,357.0274733160564,-473.23053296807785,-473.23053296807785,-473.23053296807785,0.0,0.0,0.0,1322.6399139383636
2015-02-04,1439.0243246322896,-1701.5197398140747,3339.3534448324012,1439.0243246322896,1439.0243246322896,-595.7165782071571,-595.7165782071571,-595.7165782071571,-82.6014971262669,-82.6014971262669,-82.6014971262669,-513.1150810808901,-513.1150810808901,-513.1150810808901,0.0,0.0,0.0,843.3077464251324
2015-02-06,1439.3870267160983,-1980.062974663101,3381.931983606839,1439.3870267160983,1439.3870267160983,-714.4597116955591,-714.4597116955591,-714.4597116955591,-98.44345581197864,-98.44345581197864,-98.44345581197864,-616.0162558835805,-616.0162558835805,-616.0162558835805,0.0,0.0,0.0,724.9273150205391
2015-02-07,1439.5683777580023,-1698.8733799261938,3710.2467036015646,1439.5683777580023,1439.5683777580023,-346.45016992562256,-346.45016992562256,-346.45016992562256,330.23484937083805,330.23484937083805,330.23484937083805,-676.6850192964606,-676.6850192964606,-676.6850192964606,0.0,0.0,0.0,1093.1182078323798
2015-02-08,1439.7497287999067,-1947.9273132517108,3465.6685306817144,1439.7497287999067,1439.7497287999067,-631.7122366734449,-631.7122366734449,-631.7122366734449,109.91027819135155,109.91027819135155,109.91027819135155,-741.6225148647965,-741.6225148647965,-741.6225148647965,0.0,0.0,0.0,808.0374921264619
2015-02-11,1440.2937819256197,-2527.9208590936114,3189.8841891598345,1440.2937819256197,1440.2937819256197,-1028.2747763110856,-1028.2747763110856,-1028.2747763110856,-82.60149712702716,-82.60149712702716,-82.60149712702716,-945.6732791840584,-945.6732791840584,-945.6732791840584,0.0,0.0,0.0,412.0190056145341
2015-02-12,1440.475132967524,-3007.190211787486,2512.601461332416,1440.475132967524,1440.475132967524,-1623.3143598559886,-1623.3143598559886,-1623.3143598559886,-612.3450728980912,-612.3450728980912,-612.3450728980912,-1010.9692869578977,-1010.9692869578977,-1010.9692869578977,0.0,0.0,0.0,-182.83922688846474
2015-02-14,1440.8378350513326,-2093.329238872546,3495.3971099672185,1440.8378350513326,1440.8378350513326,-796.7896129539905,-796.7896129539905,-796.7896129539905,330.23484937086187,330.23484937086187,330.23484937086187,-1127.0244623248523,-1127.0244623248523,-1127.0244623248523,0.0,0.0,0.0,644.0482220973421
2015-02-15,1441.0191860932368,-2322.0986978780334,3345.5181306346194,1441.0191860932368,1441.0191860932368,-1064.6175851103424,-1064.6175851103424,-1064.6175851103424,109.91027819110037,109.91027819110037,109.91027819110037,-1174.5278633014425,-1174.5278633014425,-1174.5278633014425,0.0,0.0,0.0,376.4016009828945
2015-02-16,1441.200537135141,-2395.178213314734,2990.316871701004,1441.200537135141,1441.200537135141,-1216.8421037217458,-1216.8421037217458,-1216.8421037217458,-3.7825750412161865,-3.7825750412161865,-3.7825750412161865,-1213.0595286805296,-1213.0595286805296,-1213.0595286805296,0.0,0.0,0.0,224.35843341339523
2015-02-17,1441.3818881770453,-2220.431747114711,3323.0214560745117,1441.3818881770453,1441.3818881770453,-884.3394786168013,-884.3394786168013,-884.3394786168013,357.02747331602217,357.02747331602217,357.02747331602217,-1241.3669519328234,-1241.3669519328234,-1241.3669519328234,0.0,0.0,0.0,557.042409560244
2015-02-18,1441.5632392189498,-2422.507517528173,2767.380074786042,1441.5632392189498,1441.5632392189498,-1341.0071961018682,-1341.0071961018682,-1341.0071961018682,-82.60149712394386,-82.60149712394386,-82.60149712394386,-1258.4056989779244,-1258.4056989779244,-1258.4056989779244,0.0,0.0,0.0,100.55604311708157
2015-02-20,1441.9259413027585,-2538.135527469076,2829.6457231899726,1441.9259413027585,1441.9259413027585,-1354.1268720566086,-1354.1268720566086,-1354.1268720566086,-98.44345581251147,-98.44345581251147,-98.44345581251147,-1255.683416244097,-1255.683416244097,-1255.683416244097,0.0,0.0,0.0,87.79906924614988
2015-02-21,1442.1072923446625,-2256.6343326729284,3333.3698763135653,1442.1072923446625,1442.1072923446625,-904.8345180065505,-904.8345180065505,-904.8345180065505,330.2348493708674,330.2348493708674,330.2348493708674,-1235.0693673774178,-1235.0693673774178,-1235.0693673774178,0.0,0.0,0.0,537.272774338112
2015-02-22,1442.288643386567,-2287.147267540261,3210.2583769759844,1442.288643386567,1442.288643386567,-1091.5906008923444,-1091.5906008923444,-1091.5906008923444,109.91027819084923,109.91027819084923,109.91027819084923,-1201.5008790831937,-1201.5008790831937,-1201.5008790831937,0.0,0.0,0.0,350.6980424942226
2015-02-23,1442.4699944284712,-2350.3684741225843,3039.73381608006,1442.4699944284712,1442.4699944284712,-1159.0123615241107,-1159.0123615241107,-1159.0123615241107,-3.782575041101649,-3.782575041101649,-3.782575041101649,-1155.229786483009,-1155.229786483009,-1155.229786483009,0.0,0.0,0.0,283.4576329043605
2015-02-24,1442.6513441013146,-2067.4735674999147,3445.1832123596805,1442.6513441013146,1442.6513441013146,-739.7477376880739,-739.7477376880739,-739.7477376880739,357.02747331590547,357.02747331590547,357.02747331590547,-1096.7752110039794,-1096.7752110039794,-1096.7752110039794,0.0,0.0,0.0,702.9036064132407
2015-02-27,1443.195393119846,-2240.81746232769,3237.538296229986,1443.195393119846,1443.195393119846,-955.6623288565717,-955.6623288565717,-955.6623288565717,-98.44345581190053,-98.44345581190053,-98.44345581190053,-857.2188730446712,-857.2188730446712,-857.2188730446712,0.0,0.0,0.0,487.53306426327424
2015-03-01,1443.558092465533,-1952.4144188903838,3623.106688067879,1443.558092465533,1443.558092465533,-546.7355754049757,-546.7355754049757,-546.7355754049757,109.9102781912938,109.9102781912938,109.9102781912938,-656.6458535962695,-656.6458535962695,-656.6458535962695,0.0,0.0,0.0,896.8225170605573
2015-03-02,1443.7394421383767,-1894.2370751724172,3626.3389288159074,1443.7394421383767,1443.7394421383767,-552.5396242524309,-552.5396242524309,-552.5396242524309,-3.7825750413213135,-3.7825750413213135,-3.7825750413213135,-548.7570492111096,-548.7570492111096,-548.7570492111096,0.0,0.0,0.0,891.1998178859458
2015-03-03,1443.9207918112206,-1259.3114480853264,4079.6691316732463,1443.9207918112206,1443.9207918112206,-81.10152408709608,-81.10152408709608,-81.10152408709608,357.0274733161223,357.0274733161223,357.0274733161223,-438.1289974032184,-438.1289974032184,-438.1289974032184,0.0,0.0,0.0,1362.8192677241245
2015-03-04,1444.1021414840643,-1628.9908331925924,3803.9313517701353,1444.1021414840643,1444.1021414840643,-409.1725969183874,-409.1725969183874,-409.1725969183874,-82.6014971251904,-82.6014971251904,-82.6014971251904,-326.571099793197,-326.571099793197,-326.571099793197,0.0,0.0,0.0,1034.929544565677
2015-03-05,1444.283491156908,-2183.574714641045,3251.5511577707375,1444.283491156908,1444.283491156908,-828.240649014653,-828.240649014653,-828.240649014653,-612.3450728980168,-612.3450728980168,-612.3450728980168,-215.89557611663605,-215.89557611663605,-215.89557611663605,0.0,0.0,0.0,616.042842142255
2015-03-07,1444.6461905025951,-989.0591024480086,4469.563734737928,1444.6461905025951,1444.6461905025951,326.0131480637669,326.0131480637669,326.0131480637669,330.2348493707354,330.2348493707354,330.2348493707354,-4.221701306968413,-4.221701306968413,-4.221701306968413,0.0,0.0,0.0,1770.659338566362
2015-03-10,1445.1902395211264,-577.0582084942971,4719.485770908573,1445.1902395211264,1445.1902395211264,622.4210525731645,622.4210525731645,622.4210525731645,357.0274733161053,357.0274733161053,357.0274733161053,265.3935792570592,265.3935792570592,265.3935792570592,0.0,0.0,0.0,2067.611292094291
2015-03-11,1445.37158919397,-1090.1587802416932,4465.1272722183885,1445.37158919397,1445.37158919397,254.63203072413395,254.63203072413395,254.63203072413395,-82.60149712595064,-82.60149712595064,-82.60149712595064,337.2335278500846,337.2335278500846,337.2335278500846,0.0,0.0,0.0,1700.003619918104
2015-03-14,1445.915638212501,-303.9599486947167,4968.716090616017,1445.915638212501,1445.915638212501,816.7522599017441,816.7522599017441,816.7522599017441,330.23484937074085,330.23484937074085,330.23484937074085,486.5174105310033,486.5174105310033,486.5174105310033,0.0,0.0,0.0,2262.667898114245
2015-03-15,1446.0969878853448,-503.3970841270993,4806.545104157361,1446.0969878853448,1446.0969878853448,622.7399988224702,622.7399988224702,622.7399988224702,109.91027819075931,109.91027819075931,109.91027819075931,512.8297206317109,512.8297206317109,512.8297206317109,0.0,0.0,0.0,2068.836986707815
2015-03-16,1446.2783375581885,-796.4382713693652,4700.081171213078,1446.2783375581885,1446.2783375581885,523.5401953407758,523.5401953407758,523.5401953407758,-3.7825750410921417,-3.7825750410921417,-3.7825750410921417,527.3227703818679,527.3227703818679,527.3227703818679,0.0,0.0,0.0,1969.8185328989643
2015-03-17,1446.4596872310321,-388.4689897916315,5220.288368436964,1446.4596872310321,1446.4596872310321,887.3115378541868,887.3115378541868,887.3115378541868,357.027473315889,357.027473315889,357.027473315889,530.2840645382978,530.2840645382978,530.2840645382978,0.0,0.0,0.0,2333.771225085219
2015-03-18,1446.6410369038758,-802.1163574657644,4616.908921785119,1446.6410369038758,1446.6410369038758,439.61283624268805,439.61283624268805,439.61283624268805,-82.6014971249261,-82.6014971249261,-82.6014971249261,522.2143333676142,522.2143333676142,522.2143333676142,0.0,0.0,0.0,1886.2538731465638
2015-03-19,1446.8223865767195,-1312.7707945329666,4250.897051657385,1446.8223865767195,1446.8223865767195,-108.53554890177838,-108.53554890177838,-108.53554890177838,-612.3450728981103,-612.3450728981103,-612.3450728981103,503.80952399633185,503.80952399633185,503.80952399633185,0.0,0.0,0.0,1338.2868376749411
2015-03-21,1447.1850859224069,-553.0846661192584,4861.558182168505,1447.1850859224069,1447.1850859224069,769.8534344460696,769.8534344460696,769.8534344460696,330.23484937074636,330.23484937074636,330.23484937074636,439.61858507532327,439.61858507532327,439.61858507532327,0.0,0.0,0.0,2217.0385203684764
2015-03-22,1447.3664355952506,-741.4944562166801,4849.324009319859,1447.3664355952506,1447.3664355952506,505.8954494402483,505.8954494402483,505.8954494402483,109.91027819050822,109.91027819050822,109.91027819050822,395.9851712497402,395.9851712497402,395.9851712497402,0.0,0.0,0.0,1953.2618850354988
2015-03-23,1447.5477852680942,-960.5755858594416,4616.548796115756,1447.5477852680942,1447.5477852680942,342.4810681750075,342.4810681750075,342.4810681750075,-3.7825750413118,-3.7825750413118,-3.7825750413118,346.2636432163193,346.2636432163193,346.2636432163193,0.0,0.0,0.0,1790.0288534431018
2015-03-24,1447.729134940938,-512.197640567716,4874.513440624693,1447.729134940938,1447.729134940938,648.7644049099257,648.7644049099257,648.7644049099257,357.02747331563785,357.02747331563785,357.02747331563785,291.7369315942878,291.7369315942878,291.7369315942878,0.0,0.0,0.0,2096.4935398508637
2015-03-25,1447.9104846137816,-1172.1015081914554,4513.2588684332295,1447.9104846137816,1447.9104846137816,151.112500015353,151.112500015353,151.112500015353,-82.6014971254124,-82.6014971254124,-82.6014971254124,233.71399714076537,233.71399714076537,233.71399714076537,0.0,0.0,0.0,1599.0229846291345
2015-03-26,1448.0918342866253,-1634.617914388673,3628.043074544768,1448.0918342866253,1448.0918342866253,-438.8465230604397,-438.8465230604397,-438.8465230604397,-612.3450728982024,-612.3450728982024,-612.3450728982024,173.49854983776265,173.49854983776265,173.49854983776265,0.0,0.0,0.0,1009.2453112261855
2015-03-28,1448.4545336323126,-815.7446062508324,4495.0876411429745,1448.4545336323126,1448.4545336323126,381.73512792472445,381.73512792472445,381.73512792472445,330.23484937077023,330.23484937077023,330.23484937077023,51.50027855395425,51.50027855395425,51.50027855395425,0.0,0.0,0.0,1830.1896615570372
2015-03-29,1448.6358833051563,-1379.5001743053813,4514.815427963918,1448.6358833051563,1448.6358833051563,101.94871336245897,101.94871336245897,101.94871336245897,109.91027819098483,109.91027819098483,109.91027819098483,-7.961564828525845,-7.961564828525845,-7.961564828525845,0.0,0.0,0.0,1550.5845966676152
2015-03-30,1448.817232978,-1218.0734938585947,4144.233532840101,1448.817232978,1448.817232978,-68.80441222076263,-68.80441222076263,-68.80441222076263,-3.7825750411972625,-3.7825750411972625,-3.7825750411972625,-65.02183717956537,-65.02183717956537,-65.02183717956537,0.0,0.0,0.0,1380.0128207572375
2015-03-31,1448.9985826508437,-1229.5424034255639,4358.414276635681,1448.9985826508437,1448.9985826508437,238.22162122816505,238.22162122816505,238.22162122816505,357.0274733158548,357.0274733158548,357.0274733158548,-118.80585208768977,-118.80585208768977,-118.80585208768977,0.0,0.0,0.0,1687.2202038790087
2015-04-01,1449.1799323236874,-1551.1811280993295,3815.871395364407,1449.1799323236874,1449.1799323236874,-251.1851356605324,-251.1851356605324,-251.1851356605324,-82.60149712589869,-82.60149712589869,-82.60149712589869,-168.58363853463374,-168.58363853463374,-168.58363853463374,0.0,0.0,0.0,1197.9947966631548
2015-04-02,1449.361281996531,-1997.4168951790098,3372.5296024792883,1449.361281996531,1449.361281996531,-826.1254414012428,-826.1254414012428,-826.1254414012428,-612.3450728980347,-612.3450728980347,-612.3450728980347,-213.78036850320814,-213.78036850320814,-213.78036850320814,0.0,0.0,0.0,623.2358405952882
2015-04-04,1449.7239813422184,-1141.1796142237274,4040.291141844507,1449.7239813422184,1449.7239813422184,41.2960860412146,41.2960860412146,41.2960860412146,330.23484937068594,330.23484937068594,330.23484937068594,-288.9387633294713,-288.9387633294713,-288.9387633294713,0.0,0.0,0.0,1491.020067383433
2015-04-05,1449.905331015062,-1554.9611270448454,4037.527252876073,1449.905331015062,1449.905331015062,-208.64837268834003,-208.64837268834003,-208.64837268834003,109.91027819070153,109.91027819070153,109.91027819070153,-318.5586508790416,-318.5586508790416,-318.5586508790416,0.0,0.0,0.0,1241.256958326722
2015-04-06,1450.0866806879058,-1526.021004479787,4041.677199509335,1450.0866806879058,1450.0866806879058,-346.68692652537806,-346.68692652537806,-346.68692652537806,-3.7825750409349723,-3.7825750409349723,-3.7825750409349723,-342.90435148444305,-342.90435148444305,-342.90435148444305,0.0,0.0,0.0,1103.3997541625276
2015-04-07,1450.2680303607494,-1291.7866288572322,4165.244755494214,1450.2680303607494,1450.2680303607494,-5.15323933366732,-5.15323933366732,-5.15323933366732,357.0274733158377,357.0274733158377,357.0274733158377,-362.180712649505,-362.180712649505,-362.180712649505,0.0,0.0,0.0,1445.1147910270822
2015-04-08,1450.4493800335931,-1699.7047312636607,3781.5908441796937,1450.4493800335931,1450.4493800335931,-459.3225729391175,-459.3225729391175,-459.3225729391175,-82.6014971251481,-82.6014971251481,-82.6014971251481,-376.72107581396943,-376.72107581396943,-376.72107581396943,0.0,0.0,0.0,991.1268070944757
2015-04-11,1450.9934290521242,-1302.0122577034235,4192.371464321763,1450.9934290521242,1450.9934290521242,-66.58027564816382,-66.58027564816382,-66.58027564816382,330.2348493707813,330.2348493707813,330.2348493707813,-396.81512501894514,-396.81512501894514,-396.81512501894514,0.0,0.0,0.0,1384.4131534039602
2015-04-12,1451.1747787249678,-1684.1584266187126,3698.404946537157,1451.1747787249678,1451.1747787249678,-287.7659500440651,-287.7659500440651,-287.7659500440651,109.91027819041825,109.91027819041825,109.91027819041825,-397.67622823448335,-397.67622823448335,-397.67622823448335,0.0,0.0,0.0,1163.4088286809028
2015-04-13,1451.3561283978117,-1781.5825290962568,3786.670359843607,1451.3561283978117,1451.3561283978117,-400.5150336309271,-400.5150336309271,-400.5150336309271,-3.782575040820429,-3.782575040820429,-3.782575040820429,-396.73245859010666,-396.73245859010666,-396.73245859010666,0.0,0.0,0.0,1050.8410947668847
2015-04-15,1451.7188277434989,-1957.9772935940407,3442.5894100849896,1451.7188277434989,1451.7188277434989,-474.76329362319854,-474.76329362319854,-474.76329362319854,-82.60149712536044,-82.60149712536044,-82.60149712536044,-392.16179649783805,-392.16179649783805,-392.16179649783805,0.0,0.0,0.0,976.9555341203004
2015-04-16,1451.9001774163426,-2143.672866817224,3259.667559797682,1451.9001774163426,1451.9001774163426,-1002.180478327052,-1002.180478327052,-1002.180478327052,-612.345072898128,-612.345072898128,-612.345072898128,-389.83540542892405,-389.83540542892405,-389.83540542892405,0.0,0.0,0.0,449.71969908929054
2015-04-18,1452.26287676203,-1360.2668055516422,4131.631134704943,1452.26287676203,1452.26287676203,-57.720828552954046,-57.720828552954046,-57.720828552954046,330.23484937078683,330.23484937078683,330.23484937078683,-387.9556779237409,-387.9556779237409,-387.9556779237409,0.0,0.0,0.0,1394.5420482090758
2015-04-19,1452.4442259887853,-1408.942011363372,3930.835936344027,1452.4442259887853,1452.4442259887853,-279.40825362548355,-279.40825362548355,-279.40825362548355,109.91027819092704,109.91027819092704,109.91027819092704,-389.3185318164106,-389.3185318164106,-389.3185318164106,0.0,0.0,0.0,1173.0359723633019
2015-04-20,1452.6255752155405,-1417.4482082468437,3671.088661553301,1452.6255752155405,1452.6255752155405,-396.4555142525137,-396.4555142525137,-396.4555142525137,-3.782575041669648,-3.782575041669648,-3.782575041669648,-392.67293921084405,-392.67293921084405,-392.67293921084405,0.0,0.0,0.0,1056.1700609630268
2015-04-21,1452.8069244422957,-1195.3027214212486,4212.521197326845,1452.8069244422957,1452.8069244422957,-41.20558409634843,-41.20558409634843,-41.20558409634843,357.0274733161719,357.0274733161719,357.0274733161719,-398.2330574125203,-398.2330574125203,-398.2330574125203,0.0,0.0,0.0,1411.6013403459472
2015-04-22,1452.988273669051,-1678.5029575939125,3726.70185985331,1452.988273669051,1452.988273669051,-488.70676835492617,-488.70676835492617,-488.70676835492617,-82.60149712612066,-82.60149712612066,-82.60149712612066,-406.1052712288056,-406.1052712288056,-406.1052712288056,0.0,0.0,0.0,964.2815053141248
2015-04-23,1453.1696228958062,-2152.3405079841727,3221.872854808626,1453.1696228958062,1453.1696228958062,-1028.6328005788337,-1028.6328005788337,-1028.6328005788337,-612.3450728982202,-612.3450728982202,-612.3450728982202,-416.28772768061344,-416.28772768061344,-416.28772768061344,0.0,0.0,0.0,424.5368223169726
2015-04-25,1453.5323213493166,-1287.897485493616,4041.430599124819,1453.5323213493166,1453.5323213493166,-112.81987750840165,-112.81987750840165,-112.81987750840165,330.23484937081065,330.23484937081065,330.23484937081065,-443.0547268792123,-443.0547268792123,-443.0547268792123,0.0,0.0,0.0,1340.712443840915
2015-04-26,1453.713670576072,-1618.113451505113,4018.068454463757,1453.713670576072,1453.713670576072,-349.22464461438545,-349.22464461438545,-349.22464461438545,109.91027819061165,109.91027819061165,109.91027819061165,-459.13492280499713,-459.13492280499713,-459.13492280499713,0.0,0.0,0.0,1104.4890259616866
2015-04-28,1454.0763690295826,-1599.8728356551233,4032.6902118623657,1454.0763690295826,1454.0763690295826,-137.7895643391671,-137.7895643391671,-137.7895643391671,357.0274733159208,357.0274733159208,357.0274733159208,-494.8170376550879,-494.8170376550879,-494.8170376550879,0.0,0.0,0.0,1316.2868046904155
2015-04-29,1454.2577182563377,-1872.1997147524833,3638.7581054283005,1454.2577182563377,1454.2577182563377,-596.0833741338838,-596.0833741338838,-596.0833741338838,-82.60149712660697,-82.60149712660697,-82.60149712660697,-513.4818770072768,-513.4818770072768,-513.4818770072768,0.0,0.0,0.0,858.1743441224539
2015-04-30,1454.439067483093,-2521.7299453099513,3160.920029229752,1454.439067483093,1454.439067483093,-1144.3476716601015,-1144.3476716601015,-1144.3476716601015,-612.3450728981308,-612.3450728981308,-612.3450728981308,-532.0025987619708,-532.0025987619708,-532.0025987619708,0.0,0.0,0.0,310.09139582299144
2015-05-02,1454.8017659366035,-1555.4728015842195,3786.4400660258157,1454.8017659366035,1454.8017659366035,-236.19157854716764,-236.19157854716764,-236.19157854716764,330.23484937090603,330.23484937090603,330.23484937090603,-566.4264279180736,-566.4264279180736,-566.4264279180736,0.0,0.0,0.0,1218.6101873894359
2015-05-03,1454.9831151633587,-1828.9067600031508,3437.7239591222296,1454.9831151633587,1454.9831151633587,-471.342675410405,-471.342675410405,-471.342675410405,109.9102781903605,109.9102781903605,109.9102781903605,-581.2529536007655,-581.2529536007655,-581.2529536007655,0.0,0.0,0.0,983.6404397529536
2015-05-04,1455.1644643901138,-1829.2179078825561,3729.6184012513386,1455.1644643901138,1455.1644643901138,-597.597870410978,-597.597870410978,-597.597870410978,-3.782575041145165,-3.782575041145165,-3.782575041145165,-593.8152953698328,-593.8152953698328,-593.8152953698328,0.0,0.0,0.0,857.5665939791359
